Crs Code,Name,Changed By,Changed Date,NLC,16 Char Name,Address Line 1,Address Line 2,Address Line 3,Address Line 4,Address Line 5,Postcode,Longitude,Latitude,Station Operator,Staffing Level,CCTV Available,Info. avail. from staff,Opening Note,CIS,Help Points,Help Points Available,Ticket Office Opening Note,Ticket Office Available,Ticket Office Location,Pre-purchase Collection,Ticket Machine Available,Oyster Issued,Oyster Topup,Oyster Pickup,Use Oyster,Oyster Comments,Smartcard Issued,Smartcard Topup,Smartcard Pickup,Smartcard Validator,Smartcard Comments,Travelcard Zone,Penalty Fares,Penalty Fares TOCs,Penalty Fares URL,Always show Oyster,Note,Primary Tel Country,Primary Tel Nr.,Primary Tel Ext.,Url,Available,Operator Name,Primary Tel Country,Primary Tel Nr.,Primary Tel Ext.,Url,Opening Note,Available,Operator Name,1st Class Lounge Note,1st Class Lounge Opening Note,1st Class Lounge Available,Seated Area Available,Seated Area Location,Waiting Room Opening Note,Waiting Room Available,Waiting Room Location,Trolleys Available,Refreshments Note,Refreshments Available,WC Available,WC Location,Baby Change Available,Baby Change Location,Showers Available,Telephones Exist,Telephones Usage Type,Wifi Note,Wifi Available,Web Kiosk Opening Note,Web Kiosk Available,Postbox Available,Postbox Location,Tourist Info Available,Tourist Info Location,ATM Available,ATM Location,Bureau de Change Available,Shops Note,Shops Available,Helpline Note,Helpline Contact,Helpline Opening Note,Staff Help Note,Staff Help Opening Note,Staff Help Available,Induction Loop,Accessible Ticket Machines Note,Accessible Ticket Machines Available,Height Adjusted Counter Note,Height Adjusted Counter Available,Train Access Ramp Available,Accessible Taxis,Accessible Phones,Nearest Stations More Facilities Note,National Key Toilets Available,National Key Toilets Location,Step Free Access Note,Step Free Access Available,Ticket Gates Note,Ticket Gates Available,Impaired Mobility Set Down Note,Impaired Mobility Set Down Available,Wheelchairs Opening Note,Wheelchairs Available,Spaces,Sheltered,Security,Location,Note,Type,Rail Replacement Note,Rail Replacement Map,Taxi Rank,Onward Travel,Metro Services,Airport,Port,Car Hire,Cycle Hire,Station Alert,TOCs,Station Category,Page Guid
BNG,Bangor (Gwynedd),cplewa,20/11/2013,247100,BANGOR (GWYNEDD),Bangor Railway Station,Holyhead Road,Bangor,,,LL57 1LZ,-4.1358913582,53.2222997754,AW,partTime,Y,,,"DepartureScreens, Announcements",<p>Electronic system available when station is unstaffed</p>,Y,,Y,,"TicketOffice, TicketMachine",Y,N,N,NotAvailable,N,,N,N,NotAvailable,N,,,,,,N,,,,,http://www.arrivatrainswales.co.uk,N,,,0845 6061 660,,,,Y,,,,N,N,,,Y,,Y,,Y,Y,,Y,,N,Y,CardsAndCoins,"<p><a href=""http://btopenzone.hotspot-directory.com/results.php?txtQuick=LL57 1LZ&amp;z=9&amp;radRoaming=1"" target=""_blank"">Find WiFi Hotspots around Bangor (Gwynedd) station</a></p>",N,,N,N,Located on the platform(s),N,,N,,N,,N,,08453 003 005,,<p>0535 - 2245 Mon - Sat        0900 - 2300 Sun</p>,,Y,Y,,Y,,Y,Y,,,,N,<p><br/></p>,<p>Lifts are controlled remotely out of staffing hours</p>,Y,,,,Y,,Y,14,Yes,Y,on Platform 1 by the lift,,Stands,,,,,,,,,,,AW,,5423673EE1A9421EA25E732CB6BADD81
BGD,Bargoed,spascos,19/07/2013,401100,BARGOED,Bargoed Railway Station,Station Road,Bargoed,,,CF81 9AL,-3.2296893763,51.6923076655,AW,unstaffed,Y,Yes - from ticket office,,"DepartureScreens, ArrivalScreens",,N,,Y,,NotAvailable,N,N,N,NotAvailable,N,,N,N,NotAvailable,N,,,,,,N,,,,,http://www.arrivatrainswales.co.uk,N,,,0845 6061 660,,,,Y,,,,N,N,,,N,,N,,N,N,,N,,N,N,CardsAndCoins,"<p><a href=""http://btopenzone.hotspot-directory.com/results.php?txtQuick=CF81 9AL&amp;z=9&amp;radRoaming=1"" target=""_blank"">Find WiFi Hotspots around Bargoed station</a></p>",N,,N,N,,N,,N,,N,,N,,08453 003 005,,Help provided by on train staff,,N,Y,,N,,N,Y,,,,N,,<p>There are lifts from all platforms to footbridge with level access to footbridge from town side via a footpath.</p>,Y,,,,N,,N,0,No,Y,,,,Use bus stops outside station on A469,,<p>Taxi rank within 100m and clearly signposted</p>,,,,,,,,AW,,0589BCA6970E463CAFA1EA879E666E5F
BRM,Barmouth,spascos,20/08/2013,444500,BARMOUTH,Barmouth Railway Station,Station Approach,Barmouth,,,LL42 1LS,-4.0566085314,52.7229113015,AW,partTime,Y,Yes - from ticket office,,,<p>Ticket office can help with advice only</p>,N,Booking office closed from October-April inclusive. The ticket office at this station is independently run but is licensed by Arriva Trains Wales and is open.,Y,,TicketOffice,N,N,N,NotAvailable,N,,N,N,NotAvailable,N,,,,,,N,,,,,http://www.arrivatrainswales.co.uk,N,,,0845 6061 660,,,,Y,,,,N,Y,,,N,,N,,N,N,,N,,N,N,CardsAndCoins,"<p><a href=""http://btopenzone.hotspot-directory.com/results.php?txtQuick=LL42 1LS&amp;z=9&amp;radRoaming=1"" target=""_blank"">Find WiFi Hotspots around Barmouth station</a></p>",N,,N,N,,N,,N,,N,,N,,08453 003 005,,Help provided by on train staff,,N,Y,,N,,N,Y,,,,N,<p>Wheelchair accessible toilet open during station opening hours</p>,,Y,,,,N,,N,6,No,Y,on the platform (station side),,Stands,<p>Wait outside station on Marine Road adjacent to cafe</p>,,,,,,,,,,AW,,CE68D57D14BA419CB8B0A9E07733C0E0
BRY,Barry,Unknown,08/01/2014,380500,BARRY,Barry Railway Station,Broad Street,Barry,Vale of Glamorgan,,CF62 8AF,-3.284997567,51.396781807,AW,partTime,Y,Yes - from ticket office,As ticket office,"DepartureScreens, ArrivalScreens",<p>Ticket office only</p>,N,,Y,<p>At the station entrance</p>,"TicketOffice, TicketMachine",Y,N,N,NotAvailable,N,,N,N,NotAvailable,N,,,,,,N,,,,,http://www.arrivatrainswales.co.uk,N,,,0845 6061 660,,,,Y,,,,N,N,,,Y,,N,Caf&eacute;,Y,Y,,N,,N,Y,CardsAndCoins,"<p><a href=""http://btopenzone.hotspot-directory.com/results.php?txtQuick=CF62 8AF&amp;z=9&amp;radRoaming=1"" target=""_blank"">Find WiFi Hotspots around Barry station</a></p>",N,,N,N,,N,,N,,N,,N,,08453 003 005,,Help provided by on train staff,,N,Y,,Y,,N,Y,<p>Taxi Rank outside main entrance to station</p>,"<p>For the nearest public phone, turn right out of station on to Broad Street.&nbsp; Phone is apx 200yds away opposite Barclays Bank.</p>",,N,,<p>Barry Island/Bridgend bound platform accessed only via 54 step footbridge</p>,N,,,,N,,N,10,No,Y,,,Stands,<p>At the station entrance</p>,,<p>At the main entrance</p>,"<p>Bus stops are apx 100yds to the right of station entrance.</p> <p>Buy a Barry <em><strong>PLUSBUS</strong></em> ticket with your train ticket for discount-priced unlimited bus travel around the town. For details visit <a href=""http://www.plusbus.info"">www.plusbus.info</a></p>",,,,,,,AW,,83828D3D939A4E62841469F9EEF84A77
BYD,Barry Docks,cplewa,20/11/2013,380600,BARRY DOCKS,Barry Docks Railway Station,Dockview Road,Barry,Vale of Glamorgan,,CF63 4LE,-3.260715837,51.4024409721,AW,unstaffed,Y,,,"DepartureScreens, ArrivalScreens",,N,,N,,NotAvailable,N,N,N,NotAvailable,N,,N,N,NotAvailable,N,,,,,,N,,,,,http://www.arrivatrainswales.co.uk,N,,,0845 6061 660,,,,Y,,,,N,Y,,,N,,N,,N,N,,N,,N,N,CardsAndCoins,"<p><a href=""http://btopenzone.hotspot-directory.com/results.php?txtQuick=CF63 4LE&amp;z=9&amp;radRoaming=1"" target=""_blank"">Find WiFi Hotspots around Barry Docks station</a></p>",N,,N,N,,N,,N,,N,,N,,08453 003 005,,Help provided by on train staff,,N,Y,,N,,N,Y,,,,N,,<p>Access route to both platforms steeper than 1:12</p>,N,,,,N,,N,10,No,Y,,,Stands,<p>Wait outside the station entrance adjacent to council offices</p>,,,,,,,,,,AW,,D534BFA3900F4D8D9FB9874A2B6EB96D
BYI,Barry Island,spascos,18/06/2013,380700,BARRY ISLAND,Barry Island Railway Station,The Parade,Barry,Vale of Glamorgan,,CF62 5TH,-3.2733763173,51.3924124825,AW,unstaffed,Y,,,"DepartureScreens, ArrivalScreens",,N,,N,,TicketMachine,Y,N,N,NotAvailable,N,,N,N,NotAvailable,N,,,,,,N,,,,,http://www.arrivatrainswales.co.uk,N,,,0845 6061 660,,,,Y,,,,N,Y,,,N,,N,,N,N,,N,,N,N,CardsAndCoins,"<p><a href=""http://btopenzone.hotspot-directory.com/results.php?txtQuick=CF62 5TH&amp;z=9&amp;radRoaming=1"" target=""_blank"">Find WiFi Hotspots around Barry Island station</a></p>",N,,N,N,,N,,N,,N,,N,,08453 003 005,,Help provided by on train staff,,N,Y,,Y,,N,Y,,<p>20 yards to the left outside Heritage Centre</p>,,N,,,Y,,,,N,,N,0,No,Y,,,,<p>At the station entrance</p>,,,,,,,,,,AW,,23E42E4BCD57409E80C7DB2D011BBE2E
BYC,Betws-y-Coed,cplewa,20/11/2013,244900,BETWS Y COED,Betws-y-Coed Railway Station,Station Approach Road,Betws-y-Coed,,,LL24 0AE,-3.8008791877,53.092088,AW,unstaffed,N,,,DepartureScreens,,N,,N,,NotAvailable,N,N,N,NotAvailable,N,,N,N,NotAvailable,N,,,,,,N,,,,,http://www.arrivatrainswales.co.uk,N,,,0845 6061 660,,,,Y,,,,N,Y,,,N,,N,,N,N,,N,,N,N,CardsAndCoins,"<p><a href=""http://btopenzone.hotspot-directory.com/results.php?txtQuick=LL24 0AE&amp;z=9&amp;radRoaming=1"" target=""_blank"">Find WiFi Hotspots around Betws-y-Coed station</a></p>",N,,N,N,,N,,N,,N,,N,,08453 003 005,,Help provided by on train staff,,N,Y,,N,,N,Y,,,,N,,<p>No wheelchair access to platform</p>,N,,,,N,,N,,No,N,,,,<p>At the bus stop outside the station</p>,,,<p>The nearest bus stops are located at the front of the station.&nbsp; Buses run from apx 07:00 to 21:00 hours Mondays to Saturdays and from apx 08:00 to 21:00 hours on Sundays.</p>,,,,,"<p>Not available at the station but available in the vicinity</p> <p><a href=""http://www.bikewales.co.uk/home.html"">http://www.bikewales.co.uk/home.html</a></p>",,AW,,B4CD7A35233741BB854AEAAC8DED8BD7
BCG,Birchgrove,spascos,10/06/2013,390700,BIRCHGROVE,Birchgrove Railway Station,Caerphilly Road,,,,CF14 4SY,-3.2034681753,51.5217401344,AW,unstaffed,N,,,,,N,,N,,TicketMachine,Y,N,N,NotAvailable,N,,N,N,NotAvailable,N,,,,,,N,,,,,http://www.arrivatrainswales.co.uk,N,,,0845 6061 660,,,,Y,,,,N,N,,,N,,N,,N,N,,N,,N,N,CardsAndCoins,"<p><a href=""http://btopenzone.hotspot-directory.com/results.php?txtQuick=CF14 4SY&amp;z=9&amp;radRoaming=1"" target=""_blank"">Find WiFi Hotspots around Birchgrove station</a></p>",N,,N,N,,N,,N,,N,,N,,08453 003 005,,Help provided by on train staff,,N,Y,,Y,,N,Y,,,,N,,,Y,,,,N,,N,0,No,N,,,,<p>Wait at the bus stops on A469 Caerphilly Road</p>,,,<p>Available from Caerphilly Road (main road next to station)</p>,,,,,,,AW,,BA079285D7414A0EB43170BE20709A15
BFF,Blaenau Ffestiniog,cplewa,20/11/2013,245000,BLAENAU FFEST.,Blaenau Ffestiniog Railway Station,Church Street,Blaenau Ffestiniog,,,LL41 3HE,-3.938602387,52.9945676418,AW,unstaffed,N,,,DepartureScreens,,N,,N,,NotAvailable,N,N,N,NotAvailable,N,,N,N,NotAvailable,N,,,,,,N,,,,,http://www.arrivatrainswales.co.uk,N,,,0845 6061 660,,,,Y,,,,N,Y,,,N,,N,,N,N,,N,,N,Y,Cards,"<p><a href=""http://btopenzone.hotspot-directory.com/results.php?txtQuick=LL41 3HE&amp;z=9&amp;radRoaming=1"" target=""_blank"">Find WiFi Hotspots around Blaenau Ffestiniog station</a></p>",N,,N,N,,N,,N,,N,,N,,08453 003 005,,Help provided by on train staff,,N,Y,,N,,N,Y,,,,N,,,Y,,,,N,,N,0,No,N,,,,<p>In the station car park</p>,,,<p>The nearest bus stops are next to the station.&nbsp; Buses run from apx 07:00 to 21:00 Mondays to Saturdays and from apx 08:00 to 21:00 on Sundays</p>,,,,,,,AW,,80CCA1D79F1B41EFB0CB971742EF19E3
BOR,Bodorgan,spascos,25/07/2013,243500,BODORGAN,Bodorgan Railway Station,Station Road,Bodorgan,Anglesey,,LL62 5BL,-4.4180228353,53.2043191829,AW,unstaffed,N,,,DepartureScreens,,N,,N,,NotAvailable,N,N,N,NotAvailable,N,,N,N,NotAvailable,N,,,,,,N,,,,,http://www.arrivatrainswales.co.uk,N,,,0845 6061 660,,,,Y,,,,N,Y,,,N,,N,,N,N,,N,,N,Y,Cards,"<p><a href=""http://btopenzone.hotspot-directory.com/results.php?txtQuick=LL62 5BL&amp;z=9&amp;radRoaming=1"" target=""_blank"">Find WiFi Hotspots around Bodorgan station</a></p>",N,,N,N,,N,,N,,N,,N,,08453 003 005,,Help provided by on train staff,,N,Y,,N,,N,Y,,,,N,,,Y,,,,N,,N,,No,N,,,,<p>On the road outside the station</p>,,,<p>The nearest bus stops are located in the village centre</p>,,,,,,<p>This station has a barrow crossing. We do not recommend that you use it without assistance.</p>,AW,,6DAF8636D29A4059A4261197FA10E204
BRH,Borth,cevans,12/08/2013,430400,BORTH,Borth Railway Station,Cambrian Terrace,Borth,,,SY24 5HT,-4.0501900462,52.4910411008,AW,unstaffed,N,,,,,N,,N,,NotAvailable,N,N,N,NotAvailable,N,,N,N,NotAvailable,N,,,,,,N,,,,,http://www.arrivatrainswales.co.uk,N,,,0845 6061 660,,,,Y,,,,N,Y,,,N,,N,,N,N,,N,,N,N,CardsAndCoins,"<p><a href=""http://btopenzone.hotspot-directory.com/results.php?txtQuick=SY24 5HT&amp;z=9&amp;radRoaming=1"" target=""_blank"">Find WiFi Hotspots around Borth station</a></p>",N,,N,N,,N,,N,,N,,N,,08453 003 005,,Help provided by on train staff,,N,Y,,N,,N,Y,,,,N,,,Y,,,,N,,N,2,No,N,,,Stands,<p>In the station forecourt</p>,,<p>pick up and set down</p>,,,,,,,,AW,,36C9B3BCE05E43678AB3FF70E26177C6
