"Crs Code","Name","Changed By","Changed Date","NLC","16 Char Name","Address Line 1","Address Line 2","Address Line 3","Address Line 4","Address Line 5","Postcode","Longitude","Latitude","Station Operator","Staffing Level","CCTV Available","Info. avail. from staff","Opening Note","CIS","Help Points","Help Points Available","Ticket Office Opening Note","Ticket Office Available","Ticket Office Location","Pre-purchase Collection","Ticket Machine Available","Oyster Issued","Oyster Topup","Oyster Pickup","Use Oyster","Oyster Comments","Smartcard Issued","Smartcard Topup","Smartcard Pickup","Smartcard Validator","Smartcard Comments","Travelcard Zone","Penalty Fares","Penalty Fares TOCs","Penalty Fares URL","Always show Oyster","Note","Primary Tel Country","Primary Tel Nr.","Primary Tel Ext.","Url","Available","Operator Name","Primary Tel Country","Primary Tel Nr.","Primary Tel Ext.","Url","Opening Note","Available","Operator Name","1st Class Lounge Note","1st Class Lounge Opening Note","1st Class Lounge Available","Seated Area Available","Seated Area Location","Waiting Room Opening Note","Waiting Room Available","Waiting Room Location","Trolleys Available","Refreshments Note","Refreshments Available","WC Available","WC Location","Baby Change Available","Baby Change Location","Showers Available","Telephones Exist","Telephones Usage Type","Wifi Note","Wifi Available","Web Kiosk Opening Note","Web Kiosk Available","Postbox Available","Postbox Location","Tourist Info Available","Tourist Info Location","ATM Available","ATM Location","Bureau de Change Available","Shops Note","Shops Available","Helpline Note","Helpline Contact","Helpline Opening Note","Staff Help Note","Staff Help Opening Note","Staff Help Available","Induction Loop","Accessible Ticket Machines Note","Accessible Ticket Machines Available","Height Adjusted Counter Note","Height Adjusted Counter Available","Train Access Ramp Available","Accessible Taxis","Accessible Phones","Nearest Stations More Facilities Note","National Key Toilets Available","National Key Toilets Location","Step Free Access Note","Step Free Access Available","Ticket Gates Note","Ticket Gates Available","Impaired Mobility Set Down Note","Impaired Mobility Set Down Available","Wheelchairs Opening Note","Wheelchairs Available","Spaces","Sheltered","Security","Location","Note","Type","Rail Replacement Note","Rail Replacement Map","Taxi Rank","Onward Travel","Metro Services","Airport","Port","Car Hire","Cycle Hire","Station Alert","TOCs","Station Category","Page Guid"
"ALO","Alloa","RDService","21/11/2013",9883,"ALLOA","Alloa Railway Station","Station Road","Alloa","Clackmananshire",,"FK10 1BA",-3.79004938,56.11778079,"SR","unstaffed","Y","Yes - from help point",,"DepartureScreens, Announcements",,"Y",,"N",,"TicketMachine","Y","N","N","NotAvailable","N",,"N","N","NotAvailable","N",,,,,,"N","<p>scotrailcustomer.relations@firstgroup.com </p>",,,,,"N",,,,,,,"N",,,,"N","Y",,,"Y",,"N",,"N","N",,"N",,"N","N","CardsAndCoins","<p><a href=""""http://btopenzone.hotspot-directory.com/results.php?txtQuick=FK10 1BA&z=9&radRoaming=1"""" target=""""_blank"""">Find WiFi Hotspots around Alloa station</a></p>","N",,"N","N",,"N",,"N",,"N",,"N",,,,,,"N","Y",,"Y",,"N","Y",,,,"N",,,"Y",,,,"Y",,"N",20,"No","Y",,,"Stands","<p>Southbound and Northbound buses will stop in the station forecourt.</p>",,"visit www.traintaxi.co.uk for details of taxis available for hire","for details of bus services, visit www.travelinescotland.com or call 0871 200 22 33 (24 hours)",,,,,,,"SR",,"A41231354FB64C53B9BD80F793AF66FA"
"ASS","Alness","RDService","21/11/2013",860500,"ALNESS","Alness","Highland",,,,"IV17 0SE",-4.249725543,57.69437787,"SR","unstaffed","N","Yes - from help point",,,,"Y","Scottish Bookings only","N",,"NotAvailable","N","N","N","NotAvailable","N",,"N","N","NotAvailable","N",,,,,,"N","<p>scotrailcustomer.relations@firstgroup.com </p>",,,,,"N",,,,,,,"N",,,,"N","Y",,,"Y",,"N",,"N","N",,"N",,"N","N","CardsAndCoins","<p>Find WiFi Hotspots around Alness station</p>","N",,"N","N",,"N",,"N",,"N",,"N",,,,,,"N","Y",,"N",,"N","N",,,,"N",,"<p>Ramp from car park</p>","Y",,,,"N",,"N",10,"No","N",,,"Stands","<p>Southbound buses will stop on the near side of Bounds Green Road, directly opposite Bounds Green Infant School.Northbound buses will stop on the far side of Bounds Green Road, directly opposite the Total petrol station.</p>",,"visit www.traintaxi.co.uk for details of taxis available for hire","for details of bus services, visit www.travelinescotland.com or call 0871 200 22 33 (24 hours)",,,,,,,"SR",,"0D6F78F9A72D412EAF95FBF00DC8E40C"
"ABC","Altnabreac","RDService","21/11/2013",860600,"ALTNABREAC","Altnabreac","-",,,,"KW12 6UR",-3.705268158,58.38832585,"SR","unstaffed","N","Yes - from help point",,,,"Y",,"N",,"NotAvailable","N","N","N","NotAvailable","N",,"N","N","NotAvailable","N",,,,,,"N","<p>scotrailcustomer.relations@firstgroup.com </p>",,,,,"N",,,,,,,"N",,,,"N","Y",,,"Y",,"N",,"N","N",,"N",,"N","Y","Cards","<p>Find WiFi Hotspots around Altnabreac station</p>","N",,"N","N",,"N",,"N",,"N",,"N",,,,,,"N","Y",,"N",,"N","N",,,,"N",,"<p>Level - unsurfaced ground - no unassisted wheelchair access</p>","N",,,,"N",,"N",6,"No","N",,,"Stands","<p>Taxis are usually arranged for passengers travelling to/from Altnabreac - Access to the station is by small vehicles only.</p>",,"visit www.traintaxi.co.uk for details of taxis available for hire","for details of bus services, visit www.travelinescotland.com or call 0871 200 22 33 (24 hours)",,,,,,,"SR",,"8421206366DE4286A422FD30C3DDD811"
"AND","Anderston","RDService","21/11/2013",996500,"ANDERSTON","North Street","Andeston","Glasgow City",,,"G3 8RR",-4.271929947,55.85986476,"SR","partTime","Y","Yes - from help point, Yes - from ticket office",,"DepartureScreens, Announcements",,"Y","Scottish Bookings only","Y",,"TicketOffice","Y","N","N","NotAvailable","N",,"N","N","NotAvailable","N",,,,,,"N","<p>scotrailcustomer.relations@firstgroup.com </p>",,,,,"N",,,,,,,"N",,,,"N","Y",,,"Y",,"N",,"N","N",,"N",,"N","N","CardsAndCoins","<p>Find WiFi Hotspots around Anderston station</p>","N",,"N","N",,"N",,"N",,"N",,"N",,,,,,"N","Y",,"N",,"Y","N",,,,"N",,"<p>Stairs down to Island Platform - no wheelchair access</p>","N",,,,"N",,"N",10,"No","N",,,"Stands","<p>Buses will pick up / drop off on Agyle Street, outside the Marriot Hotel.</p>",,"visit www.traintaxi.co.uk for details of taxis available for hire","for details of bus services, visit www.travelinescotland.com or call 0871 200 22 33 (24 hours)",,,,,,,"SR",,"EEECC867E4754EDD934EF5B570D23850"
"ANN","Annan","RDService","21/11/2013",945100,"ANNAN","Station Road","Annan",,,,"DG12 6AS",-3.262584309,54.98383786,"SR","unstaffed","Y","Yes - from help point",,"DepartureScreens, Announcements",,"Y",,"N",,"NotAvailable","N","N","N","NotAvailable","N",,"N","N","NotAvailable","N",,,,,,"N","<p>scotrailcustomer.relations@firstgroup.com </p>",,,,,"N",,,,,,,"N",,,,"N","Y",,,"Y",,"N",,"N","N",,"N",,"N","Y","CardsAndCoins","<p>Find WiFi Hotspots around Annan station</p>","N",,"N","N",,"N",,"N",,"N",,"N",,,,,,"N","Y",,"N",,"N","N",,,,"N",,"<p>Level to Platform 1 - ramp down to platform 2.</p>","Y",,,,"N",,"N",6,"No","N",,,"Stands","<p>Southbound and Northbound buses will stop directly outside the station exit.</p>",,"visit www.traintaxi.co.uk for details of taxis available for hire","for details of bus services, visit www.travelinescotland.com or call 0871 200 22 33 (24 hours)",,,,,,,"SR",,"AF4D86E453D841DD891BEFDAA118B6E3"
"ANL","Anniesland","PTNyamurundira","30/01/2014",997200,"ANNIESLAND","Great Western Road","Anniesland",,,,"G12 0AY",-4.321640769,55.88949536,"SR","partTime","Y","Yes - from help point, Yes - from ticket office",,"DepartureScreens, Announcements",,"Y",,"Y",,"TicketOffice, TicketMachine","Y","N","N","NotAvailable","N",,"N","N","NotAvailable","N",,,,,,"N","<p>scotrailcustomer.relations@firstgroup.com </p>",,,,,"N",,,,,,,"N",,,,"N","Y",,,"Y",,"N",,"N","Y","Platform 1","Y",,"N","Y","CardsAndCoins","<p><a href=""""http://btopenzone.hotspot-directory.com/results.php?txtQuick=G12 0AY&z=9&radRoaming=1"""" target=""""_blank"""">Find WiFi Hotspots around Anniesland station</a></p>","N",,"N","N",,"N",,"N",,"N",,"N",,,,,,"Y","Y","<p>Inside ticket office on platform 1</p>","Y",,"N","Y",,,,"N",,"<p>Ramp up to platform 1-3 and connecting footbridge with stairs or stairs up from street to platform 2. No wheelchair access to platform 2.</p>","N",,,,"N",,"N",6,"No","N",,,"Stands","<p>Buses will pick up / drop off on Great Western Road.</p>",,"visit www.traintaxi.co.uk for details of taxis available for hire","for details of bus services, visit www.travelinescotland.com or call 0871 200 22 33 (24 hours)",,,,,,,"SR",,"5280B4783AD342E7A55F468049BD32D2"
"ARB","Arbroath","PTNyamurundira","30/01/2014",907900,"ARBROATH","Keptie Street","Arbroath","Angus",,,"DD11 1RQ",-2.5889364,56.55956606,"SR","partTime","Y","Yes - from help point, Yes - from ticket office",,"DepartureScreens, Announcements",,"Y",,"Y",,"TicketOffice, TicketMachine","Y","N","N","NotAvailable","N",,"N","N","NotAvailable","N",,,,,,"N","<p>scotrailcustomer.relations@firstgroup.com </p>",,,,,"N",,,,,,,"N",,,,"N","Y",,,"Y",,"Y",,"N","Y",,"Y",,"N","Y","CardsAndCoins","<p><a href=""""http://btopenzone.hotspot-directory.com/results.php?txtQuick=DD11 1RQ&z=9&radRoaming=1"""" target=""""_blank"""">Find WiFi Hotspots around Arbroath station</a></p>","N",,"N","N",,"N",,"N",,"N",,"N",,,,,,"Y","Y",,"Y",,"Y","Y",,,,"Y",,"<p>Platform 1 level from car park. Platform 2 stairs down. Lift available from street level to platform 2.</p>","Y",,,,"Y",,"N",10,"Yes","N",,,"Stands","<p>Southbound and Northbound buses will stop directly outside the station exit.</p>",,"visit www.traintaxi.co.uk for details of taxis available for hire","for details of bus services, visit www.travelinescotland.com or call 0871 200 22 33 (24 hours)",,,,,,,"SR",,"7901E1F5B8C548B08546CAD6573735E1"
"ARD","Ardgay","RDService","21/11/2013",861300,"ARDGAY","Ardgay","-",,,,"IV24 3AQ",-4.362578076,57.88101054,"SR","unstaffed","N","Yes - from help point",,,,"Y",,"N",,"NotAvailable","N","N","N","NotAvailable","N",,"N","N","NotAvailable","N",,,,,,"N","<p>scotrailcustomer.relations@firstgroup.com </p>",,,,,"N",,,,,,,"N",,,,"N","Y",,,"Y",,"N",,"N","N",,"N",,"N","N","CardsAndCoins","<p><a href=""""http://btopenzone.hotspot-directory.com/results.php?txtQuick=IV24 3AQ&z=9&radRoaming=1"""" target=""""_blank"""">Find WiFi Hotspots around Ardgay station</a></p>","N",,"N","N",,"N",,"N",,"N",,"N",,,,,,"N","Y",,"N",,"N","N",,,,"N",,"<p>Level to Platform 2. Connecting footbridge to Platform 1. No wheelchair access to platform 1.</p>","N",,,,"N",,"N",6,"No","N",,,"Stands","<p>Southbound and Northbound buses will stop directly outside the station exit on Station Road.</p>",,"visit www.traintaxi.co.uk for details of taxis available for hire","for details of bus services, visit www.travelinescotland.com or call 0871 200 22 33 (24 hours)",,,,,,,"SR",,"99EB1DA69D374B2DA7C72CDD7EA152A0"
"AUI","Ardlui","RDService","21/11/2013",996200,"ARDLUI","Ardlui","-",,,,"G83 8SW",-4.721642823,56.3019481,"SR","unstaffed","N","Yes - from help point",,,,"Y","Scottish Bookings only","N",,"NotAvailable","N","N","N","NotAvailable","N",,"N","N","NotAvailable","N",,,,,,"N","<p>scotrailcustomer.relations@firstgroup.com </p>",,,,,"N",,,,,,,"N",,,,"N","Y",,,"Y",,"N",,"N","N",,"N",,"N","N","CardsAndCoins","<p><a href=""""http://btopenzone.hotspot-directory.com/results.php?txtQuick=GH3 7EB&z=9&radRoaming=1"""" target=""""_blank"""">Find WiFi Hotspots around Ardlui station</a></p>","N",,"N","N",,"N",,"N",,"N",,"N",,,,,,"N","Y",,"N",,"N","N",,,,"N",,"<p>Stairs up from main road to Island platform. No wheelchair access.</p>","N",,,,"N",,"N",6,"No","N",,,"Stands","<p>Southbound and Northbound buses will stop directly outside the station exit.</p>",,"visit www.traintaxi.co.uk for details of taxis available for hire","for details of bus services, visit www.travelinescotland.com or call 0871 200 22 33 (24 hours)",,,,,,,"SR",,"DFD7F2DEE59A4A9B9CB260E4C3D287F3"
"ADS","Ardrossan Harbour","RDService","21/11/2013",945300,"ARDROSSAN HBR","Ardrossan","-",,,,"KA22 8BH",-4.821105156,55.63986185,"SR","unstaffed","Y","Yes - from help point",,"Announcements",,"Y",,"N",,"NotAvailable","N","N","N","NotAvailable","N",,"N","N","NotAvailable","N",,,,,,"N","<p>scotrailcustomer.relations@firstgroup.com </p>",,,,,"N",,,,,,,"N",,,,"N","Y",,,"Y",,"N",,"N","N",,"N",,"N","N","CardsAndCoins","<p><a href=""""http://btopenzone.hotspot-directory.com/results.php?txtQuick=KA22 8BH&z=9&radRoaming=1"""" target=""""_blank"""">Find WiFi Hotspots around Ardrossan Harbour station</a></p>","N",,"N","N",,"N",,"N",,"N",,"N",,,,,,"N","Y",,"N",,"N","N",,,,"N",,"<p>Ramp up to single platform from Calmac ferry terminal</p>","Y",,,,"N",,"N",10,"No","N",,,"Stands","<p>Buses will pick up / drop off at the Ferry Terminal car park.</p>",,"visit www.traintaxi.co.uk for details of taxis available for hire","for details of bus services, visit www.travelinescotland.com or call 0871 200 22 33 (24 hours)",,,"A ferry service runs from Ardrossan Harbour to Brodick. For details, visit www.travelinescotland.com or call 0871 200 22 33 (24 hours)",,,,"SR",,"E1C84C5AA1C34BED862702469C1A2376"
