Crs Code,Name,Changed By,Changed Date,NLC,16 Char Name,Address Line 1,Address Line 2,Address Line 3,Address Line 4,Address Line 5,Postcode,Longitude,Latitude,Station Operator,Staffing Level,CCTV Available,Info. avail. from staff,Opening Note,CIS,Help Points,Help Points Available,Ticket Office Opening Note,Ticket Office Available,Ticket Office Location,Pre-purchase Collection,Ticket Machine Available,Oyster Issued,Oyster Topup,Oyster Pickup,Use Oyster,Oyster Comments,Smartcard Issued,Smartcard Topup,Smartcard Pickup,Smartcard Validator,Smartcard Comments,Travelcard Zone,Penalty Fares,Penalty Fares TOCs,Penalty Fares URL,Always show Oyster,Note,Primary Tel Country,Primary Tel Nr.,Primary Tel Ext.,Url,Available,Operator Name,Primary Tel Country,Primary Tel Nr.,Primary Tel Ext.,Url,Opening Note,Available,Operator Name,1st Class Lounge Note,1st Class Lounge Opening Note,1st Class Lounge Available,Seated Area Available,Seated Area Location,Waiting Room Opening Note,Waiting Room Available,Waiting Room Location,Trolleys Available,Refreshments Note,Refreshments Available,WC Available,WC Location,Baby Change Available,Baby Change Location,Showers Available,Telephones Exist,Telephones Usage Type,Wifi Note,Wifi Available,Web Kiosk Opening Note,Web Kiosk Available,Postbox Available,Postbox Location,Tourist Info Available,Tourist Info Location,ATM Available,ATM Location,Bureau de Change Available,Shops Note,Shops Available,Helpline Note,Helpline Contact,Helpline Opening Note,Staff Help Note,Staff Help Opening Note,Staff Help Available,Induction Loop,Accessible Ticket Machines Note,Accessible Ticket Machines Available,Height Adjusted Counter Note,Height Adjusted Counter Available,Train Access Ramp Available,Accessible Taxis,Accessible Phones,Nearest Stations More Facilities Note,National Key Toilets Available,National Key Toilets Location,Step Free Access Note,Step Free Access Available,Ticket Gates Note,Ticket Gates Available,Impaired Mobility Set Down Note,Impaired Mobility Set Down Available,Wheelchairs Opening Note,Wheelchairs Available,Spaces,Sheltered,Security,Location,Note,Type,Rail Replacement Note,Rail Replacement Map,Taxi Rank,Onward Travel,Metro Services,Airport,Port,Car Hire,Cycle Hire,Station Alert,TOCs,Station Category,Page Guid
LHS,Limehouse,jbradley,27/03/2014,749100,LIMEHOUSE LTS,Commercial Road,London,,,,E14 7JD,-0.0393527349,51.512794432,CC,partTime,Y,Yes - from ticket office,,"DepartureScreens, Announcements",,Y,,Y,,"TicketOffice, TicketMachine",Y,Y,Y,TicketMachine,Y,,N,N,NotAvailable,N,,Zone 2,,,,Y,"<p>Monday - Friday, 08:00 - 18:00</p> <p>0845 601 4873 (option 3)</p> <p>c2c.customerrelations@nationalexpress.com </p>",,,,,N,,,01702 357 699,,,,Y,Operated by c2c,,,N,N,,,N,,N,,N,N,,N,,N,N,,<a href='http://btopenzone.hotspot-directory.com/results.php?txtQuick=E14 7JD&z=9&radRoaming=1' target='_blank'>Find WiFi Hotspots around Limehouse station</a>,N,,N,N,,N,,N,,N,,Y,,01702 357 640,,,,Y,Y,,Y,<p>Customer Service Staff</p>,N,Y,,,,N,,"<p>Step free access is only available from street level to platform 1 (towards Fenchurch Street), via the Docklands Light Railway</p>",N,,,,N,,N,0,No,Y,,,,,,,"<p>Information to plan your onward journey is available in a printable format&nbsp;<a href=""http://www.nationalrail.co.uk/posters/LHS.pdf"">here</a></p>",,,,,,,CC,,20E59B698DF84E8E9E0CA948A17FF33B
FST,London Fenchurch Street,jbradley,25/03/2014,749000,LONDON FENCH ST,Fenchurch Place,London,Greater London,,,EC3M 4AJ,-0.078591579,51.51157341,CC,fullTime,Y,Yes - from information point,,"DepartureScreens, Announcements, ArrivalScreens",,Y,,Y,<p>Ticket machines which facilitate ticket collection are situated on the main concourse and at Tower Hill entrance to the station.</p>,"TicketOffice, TicketMachine",Y,Y,Y,TicketMachine,Y,,N,N,NotAvailable,N,,Zone 1,,,,Y,"<p>Staffed Information Point on main concourse.</p> <p>Alternatively Customer Services may be contacted Mondays - Fridays, between 08:00 - 18:00 via the following methods:</p> <p>Tel: 0845 601 4873 (option 3)</p> <p>Email: c2c.customerrelations@nationalexpress.com</p>",,,,,N,,,,,,,Y,,,,N,N,,,N,,N,"Coffee shop, public house/bar, food outlet (Seating available)",Y,Y,"<p>Downstairs, below main concourse </p>",Y,,N,Y,CardsAndCoins,,Y,,N,Y,Outside the station,N,,Y,Located on main concourse,N,Wide range of shops,Y,,,,,,Y,Y,,Y,,Y,Y,<p>Available from taxi rank outside main station entrance</p>,<p>Located on main concourse</p>,<p>Liverpool Street Station or London Bridge</p>,Y,"<p>Downstairs, below main concourse </p>",<p>Lift available from street level to platforms </p>,Y,,,"<p>Assistance is available to and from platforms and you can request this from the customer information point staff on the concourse. However, we can help more effectively if you call us in advance on 01702 357 640 - Open 05.30 - 22.00 Monday to Friday; Saturday 06.00 - 21.00; Sunday 07.00 - 17.00</p> <hr/>",Y,,Y,0,No,Y,,<p>Cycle storage is available within a short distance of the station on Mark Lane and Crutched Friars</p>,,,,<p>Immediately outside the main station entrance.</p>,"<p>100m from main entrance, on Fenchurch Street.</p>",<p>London Underground station at Tower Hill - 200m from the Tower Hill exit.</p>,,,,,,NR,,298155BC000643B4B977E36DD7B0B83C
OCK,Ockendon,jbradley,25/03/2014,745100,OCKENDON,Station Approach,Tamarisk Road,Ockendon,Essex,,RM15 6PD,0.2904709275,51.5219961849,CC,partTime,Y,Yes - from ticket office,,"DepartureScreens, Announcements",,Y,,Y,,"TicketOffice, TicketMachine",Y,N,Y,TicketMachine,Y,Oyster top-up only from the self-service ticket machine,N,N,NotAvailable,N,,,,,,Y,"<p>Monday - Friday, 08:00 - 18:00</p> <p>0845 601 4873 (option 3)</p> <p>c2c.customerrelations@nationalexpress.com </p>",,,,,N,,,01702 357 699,,,,Y,,,,N,N,,,Y,<p>Platform 1 </p>,N,,N,Y,<p>Platform 1 </p>,N,,N,N,,<a href='http://btopenzone.hotspot-directory.com/results.php?txtQuick=RM15 6PD&z=9&radRoaming=1' target='_blank'>Find WiFi Hotspots around Ockendon station</a>,N,,N,N,,N,,N,,N,,N,,01702 357640,,,,Y,Y,,Y,<p>Customer Service Staff</p>,N,Y,,,,Y,<p>Platform 1</p>,"<p>Step free access is only available to Platform 1</p> <p>Platform 2 is only used during peak hours, Monday - Friday </p>",Y,,,<p>Outside station entrance</p>,Y,,N,44,No,Y,Platform 1,,Stands,<p>Bus stop outside station entrance </p>,,<p>Yes </p>,"<p>Information to plan your onward journey is available in a printable format&nbsp;<a href=""http://www.nationalrail.co.uk/posters/OCK.pdf"">here</a></p>",,,,,,,CC,,4408BD6DF3F64ACC8B91A8C897F11315
PSE,Pitsea,jbradley,26/03/2014,745200,PITSEA,Station Approach,Pitsea,Essex,,,SS16 4UD,0.5063012148,51.5603638481,CC,partTime,Y,Yes - from ticket office,,"DepartureScreens, Announcements",,Y,,Y,,"TicketOffice, TicketMachine",Y,N,N,NotAvailable,N,,N,N,NotAvailable,N,,,,,,N,"<p>Monday - Friday, 08:00 - 18:00</p> <p>0845 601 4873 (option 3)</p> <p>c2c.customerrelations@nationalexpress.com </p>",,,,,N,,,01702 357 699,,,,Y,Operated by c2c,,,N,Y,,,Y,,N,,Y,Y,<p>Booking hall </p>,N,,N,N,,<a href='http://btopenzone.hotspot-directory.com/results.php?txtQuick=SS16 4UD&z=9&radRoaming=1' target='_blank'>Find WiFi Hotspots around Pitsea station</a>,N,,N,N,,N,,Y,,N,,Y,,01702 357 640,,,,Y,Y,,Y,<p>Customer Service Staff</p>,N,Y,,,<br />,Y,<p>Booking hall </p>,<p>Lift access is available from street level to all platforms</p>,Y,,,<p>Outside front of station</p>,Y,,N,5,Yes,Y,Outside front of station,,Stands,<p>Outside station entrance in forecourt </p>,,<p>Outside front of station </p>,"<p>Information to plan your onward journey is available in a printable format&nbsp;<a href=""http://www.nationalrail.co.uk/posters/PSE.pdf"">here</a></p>",,,,,,,CC,,94C2CFB1564E4147AD7BC7AA594F9B2C
PFL,Purfleet,jbradley,24/03/2014,745300,PURFLEET,London Road,Purfleet,Essex,,,RM16 1PL,0.2367813953,51.4810161506,CC,partTime,Y,Yes - from ticket office,,"DepartureScreens, Announcements",,Y,,Y,,"TicketOffice, TicketMachine",Y,N,Y,TicketMachine,Y,Oyster top-up only from self-service ticket machine,N,N,NotAvailable,N,,,,,,Y,"<p>Monday - Friday, 08:00 - 18:00</p> <p>0845 601 4873 (option 3)</p> <p>c2c.customerrelations@nationalexpress.com</p>",,,,,N,,,01702 357 699,,,,Y,,,,N,N,,,N,,N,,Y,N,,N,,N,N,CardsAndCoins,<a href='http://btopenzone.hotspot-directory.com/results.php?txtQuick=RM16 1PL&z=9&radRoaming=1' target='_blank'>Find WiFi Hotspots around Purfleet station</a>,N,,N,N,,N,,N,,N,,N,,01702 357640,,Please call 01702 357640,,Y,Y,,Y,<p>Customer Service Staff</p>,N,Y,,,<br />,N,,,Y,,,<p>Outside station entrance</p>,Y,,N,3,No,Y,,,Stands,<p>Bus stops on London Road outside station entrance</p>,,,"<p>Information to plan your onward journey is available in a printable format&nbsp;<a href=""http://www.nationalrail.co.uk/posters/PFL.pdf"">here</a></p>",,,,,,,CC,,1FA5FB576D3144609EF191D6D3A1FDF8
RNM,Rainham (Essex),jbradley,27/03/2014,745400,RAINHAM ESSEX,Ferry Lane,Rainham,Essex,,,RM13 9HY,0.1907490215,51.5173546284,CC,partTime,Y,Yes - from ticket office,,"DepartureScreens, Announcements",,Y,,Y,,"TicketOffice, TicketMachine",Y,N,Y,TicketMachine,Y,Oyster top-up only available from self-service ticket machine,N,N,NotAvailable,N,,Zone 6,,,,Y,"<p>Monday - Friday, 08:00 - 18:00</p> <p>0845 601 4873 (option 3)</p> <p>c2c.customerrelations@nationalexpress.com </p>",,,,,N,,,01702 357 699,,,,Y,Operated by c2c,,,N,N,,,N,,N,<p>Platform 2 </p>,Y,Y,<p>Platform 2 </p>,N,,N,N,,<a href='http://btopenzone.hotspot-directory.com/results.php?txtQuick=RM13 9HY&z=9&radRoaming=1' target='_blank'>Find WiFi Hotspots around Rainham (Essex) station</a>,N,,N,N,,N,,N,,N,,N,,01702 357 640,,,,Y,Y,,Y,<p>Customer Service Staff</p>,N,Y,,,,Y,<p>Platform 2 </p>,"<p>If travelling towards London, please use the level crossing. You will need to show a valid ticket for travel, in order for the gate to be opened onto the platform</p>",Y,,,<p>Outside station entrance</p>,Y,,N,5,Yes,Y,By station entrance,<p>Racks also available nearby on council land</p>,Stands,<p>At bus stops outside station on Ferry Lane </p>,,<p>No </p>,"<p>Information to plan your onward journey is available in a printable format&nbsp;<a href=""http://www.nationalrail.co.uk/posters/RNM.pdf"">here</a></p>",,,,,,,CC,,11378A2F745B48C9BF0899930EF939A3
SRY,Shoeburyness,jbradley,26/03/2014,745500,SHOEBURYNESS,High Street,Shoeburyness,Essex,,,SS3 9AW,0.7953607931,51.5309758701,CC,partTime,Y,Yes - from ticket office,,"DepartureScreens, Announcements",,Y,,Y,,"TicketOffice, TicketMachine",Y,N,N,NotAvailable,N,,N,N,NotAvailable,N,,,,,,N,"<p>Monday - Friday, 08:00 - 18:00</p> <p>0845 601 4873 (option 3)</p> <p>c2c.customerrelations@nationalexpress.com</p>",,,,,N,,,01702 357 699,,,,Y,Operated by c2c,,,N,Y,,,N,,N,,N,Y,<p>Platform 2 </p>,Y,,N,Y,CardsAndCoins,<a href='http://btopenzone.hotspot-directory.com/results.php?txtQuick=SS3 9AW&z=9&radRoaming=1' target='_blank'>Find WiFi Hotspots around Shoeburyness station</a>,N,,N,Y,,N,,N,,N,,N,,01702 357 640,,,,Y,Y,,Y,<p>Customer Service Staff</p>,N,Y,,,,Y,<p>Platform 2 </p>,<p>Step free access is available from street level to all platforms </p>,Y,,,<p>Outside main entrance</p>,Y,,N,44,Yes,Y,Adjacent to station building,,Stands,"<p>High Street, Bus Stop A </p>",,<p>Outside station entrance</p>,"<p>Information to plan your onward journey is available in a printable format&nbsp;<a href=""http://www.nationalrail.co.uk/posters/SRY.pdf"">here</a></p>",,,,,,,CC,,B0D4CB8FBA6F454EB8ED63779B54A399
SOC,Southend Central,jbradley,21/03/2014,745600,SOUTHEND CENTRAL,Clifftown Road,Southend on Sea,,,,SS1 1AB,0.7117404187,51.5370680411,CC,partTime,Y,Yes - from ticket office,,"DepartureScreens, Announcements",,Y,,Y,,"TicketOffice, TicketMachine",Y,N,N,NotAvailable,N,,N,N,NotAvailable,N,,,,,,N,"<p>Monday - Friday, 08:00 - 18:00</p> <p>0845 601 4873 (option 3)</p> <p>c2c.customerrelations@nationalexpress.com </p>",,,,,N,,,01702 357 699,,,,Y,,,,N,Y,,,Y,<p>Platforms 3/4 concourse </p>,N,,Y,Y,<p>Platforms 3/4 concourse </p>,Y,,N,Y,Cards,<a href='http://btopenzone.hotspot-directory.com/results.php?txtQuick=SS1 1AB&z=9&radRoaming=1' target='_blank'>Find WiFi Hotspots around Southend Central station</a>,N,,N,Y,,Y,,N,,N,,Y,,01702 357640,,Please call 01702 357640,,Y,Y,,Y,<p>Customer Service Staff</p>,Y,Y,,,,Y,<p>Platforms 3/4 concourse </p>,,Y,,,<p>Outside main entrance</p>,Y,,N,17,Yes,Y,Outside Platforms 1/2 & on Platform 3/4 concourse,,Stands,<p>Bus stops on Clifftown Road </p>,,,"<p>Information to plan your onward journey is available in a printable format&nbsp;<a href=""http://www.nationalrail.co.uk/posters/SOC.pdf"">here</a></p>",,,,,,,CC,,EACD626F16CD467CA893640C6B8BC207
SOE,Southend East,jbradley,26/03/2014,745700,SOUTHEND EAST,Ambleside Drive,Southend on Sea,,,,SS1 2UP,0.7318291094,51.5389761049,CC,partTime,Y,Yes - from ticket office,,"DepartureScreens, Announcements",,Y,,Y,,"TicketOffice, TicketMachine",Y,N,N,NotAvailable,N,,N,N,NotAvailable,N,,,,,,N,"<p>Monday - Friday, 08:00 - 18:00</p> <p>0845 601 4873 (option 3)</p> <p>c2c.customerrelations@nationalexpress.com</p>",,,,,N,,,01702 357 699,,,,Y,Operated by c2c,,,N,Y,,,Y,<p>Platform 1 </p>,N,<p>Platform 1 </p>,Y,Y,<p>Platform 1 </p>,N,,N,Y,CardsAndCoins,<a href='http://btopenzone.hotspot-directory.com/results.php?txtQuick=SS2 6AE&z=9&radRoaming=1' target='_blank'>Find WiFi Hotspots around Southend East station</a>,N,,N,N,,N,,N,,N,,N,,01702 357 640,,,,Y,Y,,Y,<p>Customer Service Staff</p>,N,Y,,,,Y,<p>Platform 1 </p>,<p>Step free access is only available from Ambleside Drive to platform 1 (London bound)</p>,N,,,,N,,N,17,Yes,Y,Outside ticket office on platform 1 and at Riviera Drive entrance,,Stands,<p>Bus stops adjacent to Ilfracombe Avenue on Southchurch Road (London bound)</p>,,,"<p>Information to plan your onward journey is available in a printable format&nbsp;<a href=""http://www.nationalrail.co.uk/posters/SOE.pdf"">here</a></p>",,,,,,,CC,,E4CA35BBB3FA4D99A879B8059CF55F7F
SFO,Stanford-le-Hope,jbradley,25/03/2014,745800,STANFORD LE HOPE,London Road,Stanford le Hope,Essex,,,SS17 0JX,0.4230412837,51.5143671372,CC,partTime,Y,Yes - from ticket office,,"DepartureScreens, Announcements",,Y,,Y,,"TicketOffice, TicketMachine",Y,N,N,NotAvailable,N,,N,N,NotAvailable,N,,,,,,N,"<p>Monday - Friday, 08:00 - 18:00</p> <p>0845 601 4873 (option 3)</p> <p>c2c.customerrelations@nationalexpress.com </p>",,,,,N,,,01702 357 699,,,,Y,,,,N,Y,,,N,,N,,N,N,,N,,N,N,,<a href='http://btopenzone.hotspot-directory.com/results.php?txtQuick=SS17 0JX&z=9&radRoaming=1' target='_blank'>Find WiFi Hotspots around Stanford-le-Hope station</a>,N,,N,Y,,N,,N,,N,,Y,,01702 357640,,,,Y,Y,,Y,<p>Customer Service Staff</p>,N,Y,,,,N,,<p>Step free access is available to both platforms via the level crossing </p>,Y,,,<p>Outside station entrance</p>,Y,,N,70,Yes,Y,Outside station entrance and in car park,,Stands,"<p>Rail replacement buses operate as follows:</p> <p>- If travelling towards Grays/London, exit station entrance via platform 1, turn right and wait at bus stop on London Road</p> <p>- If travelling towards Pitsea/Southend, exit station entrance via platform 2, turn left and wait at bus stop opposite side of London Road</p>",,<p>No </p>,"<p>Information to plan your onward journey is available in a printable format&nbsp;<a href=""http://www.nationalrail.co.uk/posters/SFO.pdf"">here</a></p>",,,,,,,CC,,CB58295BB25148E490B3CA8566EC791B
TPB,Thorpe Bay,jbradley,26/03/2014,746000,THORPE BAY,Station Road,Thorpe Bay,Essex,,,SS1 3JY,0.7617431863,51.5375737603,CC,partTime,Y,Yes - from ticket office,,"DepartureScreens, Announcements",,Y,,Y,,"TicketOffice, TicketMachine",Y,N,N,NotAvailable,N,,N,N,NotAvailable,N,,,,,,N,"Monday - Friday, 08:00 - 18:00 <div><br /> </div> <div>0845 601 4873 (option 3)</div> <div><br /> </div> <div>c2c.customerrelations@nationalexpress.com</div>",,,,,N,,,01702 357 699,,,,Y,Operated by c2c,,,N,Y,,,Y,<p>Platform 1 </p>,N,<p>Platform 1 </p>,Y,Y,<p>Platform 1 </p>,N,,N,N,,<a href='http://btopenzone.hotspot-directory.com/results.php?txtQuick=SS1 3JY&z=9&radRoaming=1' target='_blank'>Find WiFi Hotspots around Thorpe Bay station</a>,N,,N,Y,,N,,N,,N,,N,,01702 357 640,,,,Y,Y,,Y,<p>Customer Service Staff</p>,N,Y,,,,N,,"<p>There are no lifts at the station, but step free access is available to both platforms from street level </p>",Y,,,<p>Outside station entrances</p>,Y,,N,8,Yes,Y,,,Stands,<p> Bus stops on Acacia Drive</p>,,<p>Rank located outside platform 2 (Shoeburyness bound)</p>,"<p>Information to plan your onward journey is available in a printable format&nbsp;<a href=""http://www.nationalrail.co.uk/posters/TPB.pdf"">here</a></p>",,,,,,,CC,,A067F48FD8F14850AFB7FEB4690C8203
TIL,Tilbury Town,jbradley,25/03/2014,746200,TILBURY TOWN.,St Andrews Road,Tilbury,Essex,,,RM18 7JH,0.3540417321,51.4623607916,CC,partTime,Y,Yes - from ticket office,,"DepartureScreens, Announcements",,Y,,Y,,"TicketOffice, TicketMachine",Y,N,N,NotAvailable,N,,N,N,NotAvailable,N,,,,,,N,"<p>Monday - Friday, 08:00 - 18:00</p> <p>0845 601 4873 (option 3)</p> <p>c2c.customerrelations@nationalexpress.com </p>",,,,,N,,,01702 357 699,,,,Y,,,,N,N,,,N,,N,,N,N,,N,,N,N,CardsAndCoins,<a href='http://btopenzone.hotspot-directory.com/results.php?txtQuick=RM18 7JH&z=9&radRoaming=1' target='_blank'>Find WiFi Hotspots around Tilbury Town station</a>,N,,N,N,,N,,N,,N,,N,,01702 357640,,,,Y,Y,,Y,<p>Customer Service Staff</p>,N,Y,,,,Y,<p>Platform 1</p>,<p>Lifts are available to both platforms </p>,Y,,,<p>Outside station entrance to Platforms 1 & 2</p>,Y,,N,8,No,Y,Outside station entrance to Platforms 1 & 2,,Stands,<p>Rail replacement buses in both directions depart from bus stops outside entrance to Platform 2 </p>,,<p>No </p>,"<p>Information to plan your onward journey is available in a printable format&nbsp;<a href=""http://www.nationalrail.co.uk/posters/TIL.pdf"">here</a></p>",,,"<p>Yes - London Cruise Terminal</p> <p>Situated approximately one mile from the station, passengers may use the 99 bus which is free for rail ticket holders. Journey time is about 5 minutes, alternatively the site is 15 minutes walk away.</p> <p>http://www.londoncruiseterminal.com/ </p>",,,,CC,,749238CBD0D546ACA773B5CABF0574E3
UPM,Upminster,jbradley,27/03/2014,746400,UPMINSTER.,Station Road,Upminster,Essex,,,RM14 2TD,0.2519216008,51.5593632504,CC,partTime,Y,"Yes - from information point, Yes - from ticket office",Information point also located on Platform 1,"DepartureScreens, Announcements",,Y,,Y,,"TicketOffice, TicketMachine",Y,Y,Y,TicketMachine,Y,,N,N,NotAvailable,N,,Zone 6,,,,Y,"<p>Monday - Friday, 08:00 - 18:00</p> <p>0845 601 4873 (option 3)</p> <p>c2c.customerrelations@nationalexpress.com</p>",,,,,N,,,01702 357 699,,,,Y,Operated by c2c,,,N,Y,,,Y,,N,,Y,Y,<p>Platform 1 </p>,Y,,N,N,,<a href='http://btopenzone.hotspot-directory.com/results.php?txtQuick=RM14 2TD&z=9&radRoaming=1' target='_blank'>Find WiFi Hotspots around Upminster station</a>,N,,N,Y,,N,,Y,,N,,Y,,01702 357 640,,,,Y,Y,,Y,<p>Customer Service Staff</p>,N,Y,,,,Y,<p>Platform 1</p>,"<p>Lifts are available from street level to platforms 1, 2/3 & 4/5</p> <p>Step free access is not available to/from platform 6 (trains towards Romford)</p>",Y,,,<p>Outside main entrance on Station Road</p>,Y,,N,21,Yes,Y,Entrance to station car park,,Stands,<p>Bus stop in Station Approach adjacent to platform 1</p>,,<p>Located outside main entrance on Station Road</p>,"<p>Information to plan your onward journey is available in a printable format&nbsp;<a href=""http://www.nationalrail.co.uk/posters/UPM.pdf"">here</a></p>","<p>District Line from Platforms 3, 4 & 5</p>",,,,,,CC,,53FFD2F6FC084151BF533A9F7FC64C79
WHR,West Horndon,jbradley,27/03/2014,746600,WEST HORNDON,Station Approach,West Horndon,Brentwood,Essex,,CM13 3TJ,0.3406471967,51.567950568,CC,partTime,Y,Yes - from ticket office,,"DepartureScreens, Announcements",,Y,,Y,,"TicketOffice, TicketMachine",Y,N,N,NotAvailable,N,,N,N,NotAvailable,N,,,,,,N,"<p>Monday - Friday, 08:00 - 18:00</p> <p>0845 601 4873 (option 3)</p> <p>c2c.customerrelations@nationalexpress.com </p>",,,,,N,,,01702 357 699,,,,Y,Operated by c2c,,,N,Y,,,N,,N,,Y,Y,<p>Within booking hall </p>,N,,N,N,,<a href='http://btopenzone.hotspot-directory.com/results.php?txtQuick=CM13 3TJ&z=9&radRoaming=1' target='_blank'>Find WiFi Hotspots around West Horndon station</a>,N,,N,Y,,N,,N,,N,,N,,01702 357 640,,Please call 01702 357640,,Y,Y,,Y,<p>Customer Service Staff</p>,N,Y,,,,Y,<p>Within booking hall</p>,<p>Step free access is only available from street level if travelling towards Southend from platform 2. There is no lift or step free entrance to platform 1</p>,N,,,<p>Outside station entrance</p>,Y,,N,5,No,Y,Platform 2,,Stands,<p>Outside station entrance in car park </p>,,<p>No </p>,"<p>Information to plan your onward journey is available in a printable format&nbsp;<a href=""http://www.nationalrail.co.uk/posters/WHR.pdf"">here</a></p>",,,,,,,CC,,601DCAE97268428AB25CDA9FEB5155D8
WCF,Westcliff,jbradley,26/03/2014,747600,WESTCLIFF,Station Road,Westcliff on Sea,,,,SS0 7SB,0.691479135,51.5373370324,CC,partTime,Y,Yes - from ticket office,,"DepartureScreens, Announcements",,Y,,Y,,"TicketOffice, TicketMachine",Y,N,N,NotAvailable,N,,N,N,NotAvailable,N,,,,,,N,"<p>Monday - Friday, 08:00 - 18:00</p> <p>0845 601 4873 (option 3)</p> <p>c2c.customerrelations@nationalexpress.com </p>",,,,,N,,,01702 357 699,,,,Y,Operated by c2c,,,N,Y,,,Y,<p>Platform 2 </p>,N,,N,Y,<p>Platform 1 </p>,N,,N,Y,CardsAndCoins,<a href='http://btopenzone.hotspot-directory.com/results.php?txtQuick=SS0 7SB&z=9&radRoaming=1' target='_blank'>Find WiFi Hotspots around Westcliff station</a>,N,,N,Y,,N,,N,,N,,Y,,01702 357 640,,,,Y,Y,,Y,<p>Customer Service Staff</p>,N,Y,,,,Y,<p>Platform 1 </p>,"<p>There are no lifts at the station, but step free access is available to both platforms from street level</p>",Y,,,<p>Outside both station entrances</p>,Y,,N,14,No,Y,Located in station car park,,Stands,"<p>Exit the station via platform 1:</p> <p>- If travelling towards London, cross Station Road and wait by bus stop</p> <p>- If travelling towards Southend, wait by bus stop outside platform 1 entrance</p>",,<p>Platform 2 (Shoeburyness bound) </p>,"<p>Information to plan your onward journey is available in a printable format&nbsp;<a href=""http://www.nationalrail.co.uk/posters/WCF.pdf"">here</a></p>",,,,,,,CC,,24476EDC4CAB4AEBB8DC802457B0047B
