"Crs Code","Name","Changed By","Changed Date","NLC","16 Char Name","Address Line 1","Address Line 2","Address Line 3","Address Line 4","Address Line 5","Postcode","Longitude","Latitude","Station Operator","Staffing Level","CCTV Available","Info. avail. from staff","Opening Note","CIS","Help Points","Help Points Available","Ticket Office Opening Note","Ticket Office Available","Ticket Office Location","Pre-purchase Collection","Ticket Machine Available","Oyster Issued","Oyster Topup","Oyster Pickup","Use Oyster","Oyster Comments","Smartcard Issued","Smartcard Topup","Smartcard Pickup","Smartcard Validator","Smartcard Comments","Travelcard Zone","Penalty Fares","Penalty Fares TOCs","Penalty Fares URL","Always show Oyster","Note","Primary Tel Country","Primary Tel Nr.","Primary Tel Ext.","Url","Available","Operator Name","Primary Tel Country","Primary Tel Nr.","Primary Tel Ext.","Url","Opening Note","Available","Operator Name","1st Class Lounge Note","1st Class Lounge Opening Note","1st Class Lounge Available","Seated Area Available","Seated Area Location","Waiting Room Opening Note","Waiting Room Available","Waiting Room Location","Trolleys Available","Refreshments Note","Refreshments Available","WC Available","WC Location","Baby Change Available","Baby Change Location","Showers Available","Telephones Exist","Telephones Usage Type","Wifi Note","Wifi Available","Web Kiosk Opening Note","Web Kiosk Available","Postbox Available","Postbox Location","Tourist Info Available","Tourist Info Location","ATM Available","ATM Location","Bureau de Change Available","Shops Note","Shops Available","Helpline Note","Helpline Contact","Helpline Opening Note","Staff Help Note","Staff Help Opening Note","Staff Help Available","Induction Loop","Accessible Ticket Machines Note","Accessible Ticket Machines Available","Height Adjusted Counter Note","Height Adjusted Counter Available","Train Access Ramp Available","Accessible Taxis","Accessible Phones","Nearest Stations More Facilities Note","National Key Toilets Available","National Key Toilets Location","Step Free Access Note","Step Free Access Available","Ticket Gates Note","Ticket Gates Available","Impaired Mobility Set Down Note","Impaired Mobility Set Down Available","Wheelchairs Opening Note","Wheelchairs Available","Spaces","Sheltered","Security","Location","Note","Type","Rail Replacement Note","Rail Replacement Map","Taxi Rank","Onward Travel","Metro Services","Airport","Port","Car Hire","Cycle Hire","Station Alert","TOCs","Station Category","Page Guid"
"BKQ","Birkenhead Hamilton Square","bulkUploads","08/10/2013",221900,"BIRKENHEAD H SQ","Hamilton Street","Birkenhead","Merseyside",,,"CH41 1AL",-3.013687789,53.39471293,"ME","fullTime","Y",,,"DepartureScreens, ArrivalScreens",,"Y",,"Y","<p>Station concourse</p>","NotAvailable","Y","N","N","NotAvailable","N",,"N","N","NotAvailable","N",,,,,,"N",,,,,,"N",,,"0151 702 2951",,,,"Y",,,,"N","Y",,,"N",,"N",,"N","Y",,"Y","Female toilets","N","Y","CardsAndCoins","&lt;p&gt;&lt;a href=&quot;&quot;http://btopenzone.hotspot-directory.com/results.php?txtQuick=CH41 1AL&amp;z=9&amp;radRoaming=1&quot;&quot; target=&quot;&quot;_blank&quot;&quot;&gt;Find WiFi Hotspots around Hamilton Square station&lt;/a&gt;&lt;/p&gt;","N",,"N","N","Post Office located nearby","N",,"Y","Located outside main entrance","N","Convenience store","Y",,"0151 702 2071",,,,"Y","Y",,"Y","<p>All disabled passengers will be offered assistance by station staff.</p>","Y","Y","<p>Telephone numbers for taxi companies are displayed at all of our stations.</p>",,,"N",,"<p>Ticket office is step free. Lifts to all platforms, but certain lifts are narrow.</p>","Y",,,,"N",,"N",0,"No","Y",,,,"<p>Hamilton Square, Hamilton Street, Birkenhead CH41</p>",,,"<p>Information to plan your onward journey is available in a printable format <a href=""""http://www.nationalrail.co.uk/posters/BKQ.pdf"""">here</a></p>",,,,,,,"ME",,"F95212A4FA5C42AA8F106BFB600CDDE2"
"BKN","Birkenhead North","bulkUploads","08/10/2013",214500,"BIRKENHEAD NORTH","Station Road","Birkenhead",,,,"CH41 7AZ",-3.057401666,53.40484222,"ME","fullTime","Y",,,"DepartureScreens, Announcements",,"Y",,"Y",,"NotAvailable","N","N","N","NotAvailable","N",,"N","N","NotAvailable","N",,,,,,"N",,,,,,"N",,,"0151 702 2951",,,,"Y",,,,"N","Y",,,"N",,"N",,"N","N",,"N",,"N","Y","Cards","&lt;p&gt;Find WiFi Hotspots around Birkenhead North station&lt;/p&gt;","N",,"N","N",,"N",,"N",,"N",,"N",,"0151 702 2071",,,,"Y","Y",,"N","<p>All disabled passengers will be offered assistance by station staff.</p>","N","Y","<p>Telephone numbers for taxi companies are displayed at all of our stations.</p>",,,"N",,"<p>Ticket office is step free. Step free access only available to West Kirby/New Brighton platform. Access to Liverpool platform is via a stepped footbridge.</p>","N",,,,"Y",,"N",0,"No","Y",,,,"<p>Station Road, Birkenhead</p>",,,"<p>Information to plan your onward journey is available in a printable format <a href=""""http://www.nationalrail.co.uk/posters/BKN.pdf"""">here</a></p>",,,,,,,"ME",,"48185A22F9004E70B0A0210C2097451F"
"BKP","Birkenhead Park","bulkUploads","08/10/2013",222000,"BIRKENHEAD PARK","Duke Street","Birkenhead",,,,"CH41 8BT",-3.039179402,53.3978198,"ME","fullTime","Y",,,"DepartureScreens, Announcements",,"Y",,"Y",,"NotAvailable","N","N","N","NotAvailable","N",,"N","N","NotAvailable","N",,,,,,"N",,,,,,"N",,,"0151 702 2951",,,,"Y",,,,"N","Y",,,"N",,"N",,"N","N",,"N",,"N","Y","CardsAndCoins","&lt;p&gt;&lt;a href=&quot;&quot;http://btopenzone.hotspot-directory.com/results.php?txtQuick=CH41 8BT&amp;z=9&amp;radRoaming=1&quot;&quot; target=&quot;&quot;_blank&quot;&quot;&gt;Find WiFi Hotspots around Birkenhead Park station&lt;/a&gt;&lt;/p&gt;","N",,"N","Y","Post Office located nearby","N",,"N",,"N","News agent","Y",,"0151 702 2071",,,,"Y","Y",,"N","<p>All disabled passengers will be offered assistance by station staff.</p>","N","Y","<p>Telephone numbers for taxi companies are displayed at all of our stations.</p>",,,"N",,"<p>Ticket office is step free. Access to platform is via stepped ramps only.</p>","N",,,,"N",,"N",0,"No","Y",,,,"<p>Duke Street, Birkenhead</p>",,,"<p>Information to plan your onward journey is available in a printable format <a href=""""http://www.nationalrail.co.uk/posters/BKP.pdf"""">here</a></p>",,,,,,,"ME",,"6FF61E87094A46DFA77EE116250F5DF4"
"BLN","Blundellsands & Crosby","cplewa","20/11/2013",212300,"BLUNDELLSANDS","Blundellsands Road East","Crosby","Liverpool",,,"L23 8SE",-3.03986789,53.48769659,"ME","fullTime","Y",,,"DepartureScreens, Announcements",,"Y",,"Y",,"NotAvailable","Y","N","N","NotAvailable","N",,"N","N","NotAvailable","N",,,,,,"N",,,,,,"N",,,"0151 702 2951",,,,"Y",,,,"N","Y",,,"Y",,"N",,"N","Y",,"N",,"N","Y","CardsAndCoins","&lt;p&gt;&lt;a href=&quot;&quot;http://btopenzone.hotspot-directory.com/results.php?txtQuick=L23 8SE&amp;z=9&amp;radRoaming=1&quot;&quot; target=&quot;&quot;_blank&quot;&quot;&gt;Find WiFi Hotspots around Blundellsands & Crosby station&lt;/a&gt;&lt;/p&gt;","N",,"N","N",,"N",,"N",,"N","News agent","Y",,"0151 702 2071",,,,"Y","Y",,"Y","<p>disabled passenger will be offered assistance by station staff.</p>","Y","Y","<p>telephone number for taxis are displayed at all our stations</p>",,,"N","<p>Staff can electronically open the toilets from the booking office</p>","<p>Ticket office is step free. Underpass used to access Southport platform and car park.</p>","Y",,,,"N",,"N",74,"Yes","Y",,"<p>Secure cycle parking is available at the station. If you are interested in reserving secure parking further details can be found at  <a href=""""http://www.merseyrail.org"""">www.merseyrail.org</a></p> <p><span style=""""font-family: ;"""" data-sheets-rawvalue=""""30 stand 44 secure spaces"""">30 stands, 44 secure spaces</span></p>","Stands, Compounds","<p>The Serpentine South, Crosby, Liverpool L23</p>",,,"<p>Information to plan your onward journey is available in a printable format <a href=""""http://www.nationalrail.co.uk/posters/BLN.pdf"""">here</a></p>",,,,,,,"ME",,"122439587CAA48AB91606D276D24AB70"
"BNW","Bootle New Strand","bulkUploads","08/10/2013",219500,"BOOTLE N STRAND","Washington parade","Bootle","Liverpool",,,"L20 5BW",-2.995347712,53.45301817,"ME","partTime","Y",,,"DepartureScreens, Announcements","<p>Located on Southport bound platform.</p>","Y",,"Y",,"NotAvailable","N","N","N","NotAvailable","N",,"N","N","NotAvailable","N",,,,,,"N",,,,,,"N",,,"0151 702 2951",,,,"Y",,,,"N","Y",,,"Y",,"N",,"N","N",,"N",,"N","Y","CardsAndCoins","&lt;p&gt;&lt;a href=&quot;&quot;http://btopenzone.hotspot-directory.com/results.php?txtQuick=L20 5BW&amp;z=9&amp;radRoaming=1&quot;&quot; target=&quot;&quot;_blank&quot;&quot;&gt;Find WiFi Hotspots around Bootle New Strand station&lt;/a&gt;&lt;/p&gt;","N",,"N","N",,"N",,"N",,"N","News agent","Y",,"0151 702 2071",,,,"Y","Y",,"N","<p>All disabled passengers will be offered assistance by station staff.</p>","Y","Y","<p>Taxi rank with accessible taxis 50 metres outside station.</p>",,,"N",,"<p>Ticket office and platforms are step free. However the platforms are accessed by ramps that are very steep and are over 30m long</p>","Y",,,,"Y",,"N",10,"No","Y","at front of booking office",,"Stands, Wheel Racks","<p>Washington Parade, Bootle, Merseyside</p>",,,"<p>Information to plan your onward journey is available in a printable format <a href=""""http://www.nationalrail.co.uk/posters/BNW.pdf"""">here</a></p>",,,,,,,"ME",,"9FBCE35DC14343BE889C910C6A73E900"
"BOT","Bootle Oriel Road","bulkUploads","08/10/2013",223900,"BOOTLE ORIEL RD","Oriel Road","Bootle","Liverpool",,,"L20 7AD",-2.995221639,53.44762574,"ME","partTime","Y",,,"DepartureScreens, Announcements","<p>Located on Liverpool bound platform.</p>","Y",,"Y",,"NotAvailable","N","N","N","NotAvailable","N",,"N","N","NotAvailable","N",,,,,,"N",,,,,,"N",,,"0151 702 2951",,,,"Y",,,,"N","Y",,,"Y",,"N",,"N","Y",,"Y",,"N","Y","CardsAndCoins","&lt;p&gt;&lt;a href=&quot;&quot;http://btopenzone.hotspot-directory.com/results.php?txtQuick=L20 7AD&amp;z=9&amp;radRoaming=1&quot;&quot; target=&quot;&quot;_blank&quot;&quot;&gt;Find WiFi Hotspots around Bootle Oriel Road station&lt;/a&gt;&lt;/p&gt;","N",,"N","N",,"N",,"N",,"N",,"N",,"0151 702 2071",,,,"Y","Y",,"N",,"Y","Y","<p>Telephone numbers for taxi companies are displayed at all of our stations.</p>",,,"N","<p>Toilet is token operated.</p>",,"Y",,,,"Y",,"N",18,"Yes","Y",,,"Stands","<p>Oriel Road, Bootle</p>",,,"<p>Information to plan your onward journey is available in a printable format <a href=""""http://www.nationalrail.co.uk/posters/BOT.pdf"""">here</a></p>",,,,,,,"ME",,"D8044524ACE745B49F7A13EC637E8B66"
"BOM","Bromborough","cplewa","20/11/2013",219000,"BROMBOROUGH","Allport Road","Bromborough",,,,"CH63 0JG",-2.987788553,53.32184733,"ME","fullTime","Y",,,"DepartureScreens, Announcements",,"Y",,"Y",,"NotAvailable","N","N","N","NotAvailable","N",,"N","N","NotAvailable","N",,,,,,"N",,,,,,"N",,,"0151 702 2951",,,,"Y",,,,"N","Y",,,"Y",,"N","Food vending machine","Y","N",,"N",,"N","Y","CardsAndCoins","&lt;p&gt;&lt;a href=&quot;&quot;http://btopenzone.hotspot-directory.com/results.php?txtQuick=CH63 0JG&amp;z=9&amp;radRoaming=1&quot;&quot; target=&quot;&quot;_blank&quot;&quot;&gt;Find WiFi Hotspots around Bromborough station&lt;/a&gt;&lt;/p&gt;","N",,"N","N",,"N",,"N",,"N",,"N",,"0151 702 2071",,,,"Y","Y",,"N","<p>All disabled passengers will be offered assistance by station staff.</p>","N","Y","<p>Telephone number for taxi companies are displayed at all of our stations.</p>",,,"N",,"<p>Footbridge and ramps to access platforms. Car park and ticket office are step free.</p>","N",,,,"N",,"N",84,"Yes","Y","Shelter on Chester platform","<p>Secure cycle parking is available at the station. If you are interested in reserving secure parking further details can be found at  <a href=""""http://www.merseyrail.org"""">www.merseyrail.org</a></p> <p><span style=""""font-family: ;"""" data-sheets-rawvalue=""""8 rack 76 secure spaces"""">8 racks, 76 secure spaces</span></p>","Wheel Racks, Compounds","<p>Allport Road, Bromborough</p>",,,"<p>Information to plan your onward journey is available in a printable format <a href=""""http://www.nationalrail.co.uk/posters/BOM.pdf"""">here</a></p>",,,,,,,"ME",,"70D261634BB74D078C9E860E21AB03E0"
"BMR","Bromborough Rake","bulkUploads","08/10/2013",219100,"BROMBOROUGH RAKE","The Rake","Bromborough",,,,"CH62 7AL",-2.989476735,53.32992372,"ME","fullTime","Y",,,"DepartureScreens, Announcements",,"Y",,"Y",,"NotAvailable","N","N","N","NotAvailable","N",,"N","N","NotAvailable","N",,,,,,"N",,,,,,"N",,,"0151 702 2951",,,,"Y",,,,"N","N",,,"N",,"N",,"N","N",,"N",,"N","Y","CardsAndCoins","&lt;p&gt;&lt;a href=&quot;&quot;http://btopenzone.hotspot-directory.com/results.php?txtQuick=CH62 7AL&amp;z=9&amp;radRoaming=1&quot;&quot; target=&quot;&quot;_blank&quot;&quot;&gt;Find WiFi Hotspots around Bromborough Rake station&lt;/a&gt;&lt;/p&gt;","N",,"N","N",,"N",,"N",,"N",,"N",,"0151 702 2071",,,,"Y","Y",,"N","<p>All disabled passengers will be offered assistance by station staff.</p>","Y","Y","<p>Telephone number for taxi companies are displayed at all of our stations.</p>",,,"N",,"<p>Ramps to platforms are very steep. Ticket office is step free.</p>","Y",,,,"Y",,"N",2,"No","Y","on station forecourt",,"Stands","<p>The Rake, Bromborough, Wirral.</p>",,,"<p>Information to plan your onward journey is available in a printable format <a href=""""http://www.nationalrail.co.uk/posters/BMR.pdf"""">here</a></p>",,,,,,,"ME",,"E3F7BF78F2E94834BDBBF56E7801B86D"
"BRW","Brunswick","bulkUploads","08/10/2013",362300,"BRUNSWICK","Sefton Street","Liverpool",,,,"L8 6XP",-2.975653248,53.38217523,"ME","partTime","Y",,,"DepartureScreens, Announcements","<p>on Liverpool bound platform</p>","Y",,"Y",,"NotAvailable","N","N","N","NotAvailable","N",,"N","N","NotAvailable","N",,,,,,"N",,,,,,"N",,,"0151 702 2951",,,,"Y",,,,"N","Y",,,"N",,"N","Food vending machine","Y","N",,"N",,"N","Y","CardsAndCoins","&lt;p&gt;Find WiFi Hotspots around Brunswick station&lt;/p&gt;","N",,"N","N",,"N",,"N",,"N",,"N",,"0151 702 2071",,,,"Y","Y",,"N","<p>disabled passenger will be offered assistance by station staff.</p>","Y","Y","<p>telephone number for taxis are displayed at all our stations</p>",,,"N",,"<p>Car park to ticket office and platforms are step free.</p>","Y",,,,"Y",,"N",12,"No","Y","adjacent to booking office",,"Stands","<p>Sefton Street,Liverpool</p>",,,"<p>Information to plan your onward journey is available in a printable format <a href=""""http://www.nationalrail.co.uk/posters/BRW.pdf"""">here</a></p>",,,,,,,"ME",,"14BC92D798AD4C65BF8198FABF7F241B"
"CPU","Capenhurst","bulkUploads","08/10/2013",218600,"CAPENHURST","Capenhurst Lane","Chester",,,,"CH1 6HE",-2.942291644,53.26018901,"ME","unstaffed","Y",,,"DepartureScreens, Announcements","<p>Electronic information point on Liverpool-bound platform.  Help point can be accessed from public telephone on Chester-bound platform.</p>","Y",,"N",,"NotAvailable","Y","N","N","NotAvailable","N",,"N","N","NotAvailable","N",,,,,,"N",,,,,,"N",,,"0151 702 2951",,,,"Y",,,,"N","Y",,,"N",,"N",,"N","N",,"N",,"N","Y","CardsAndCoins","&lt;p&gt;&lt;a href=&quot;&quot;http://btopenzone.hotspot-directory.com/results.php?txtQuick=CH1 6HE&amp;z=9&amp;radRoaming=1&quot;&quot; target=&quot;&quot;_blank&quot;&quot;&gt;Find WiFi Hotspots around Capenhurst station&lt;/a&gt;&lt;/p&gt;","N",,"N","N",,"N",,"N",,"N",,"N",,"0151 702 2071",,,,"N","Y",,"Y","<p>This station is unstaffed.</p>","N","N","<p>Telephone numbers for taxi companies are displayed at all of our stations.</p>",,"<p>Chester Station is fully compliant with DDA regulations.</p>","N",,,"N",,,,"Y",,"N",20,"Yes","Y",,,"Stands","<p>Capenhurst Lane, Capenhurst, Chester</p>",,,"<p>Information to plan your onward journey is available in a printable format <a href=""""http://www.nationalrail.co.uk/posters/CPU.pdf"""">here</a></p>",,,,,,,"ME",,"E1FC460B12EA423D844FC2BFEFCC3925"
"CNP","Conway Park","bulkUploads","08/10/2013",362400,"CONWAY PARK","Europa Boulevard","Birkenhead",,,,"CH41 4PP",-3.022679178,53.39337776,"ME","fullTime","Y",,,"DepartureScreens, Announcements","<p>Available on both platforms.</p>","Y",,"Y",,"NotAvailable","N","N","N","NotAvailable","N",,"N","N","NotAvailable","N",,,,,,"N",,,,,,"N",,,"0151 702 2951",,,,"Y",,,,"N","Y",,,"N",,"N","Food vending machine","Y","Y",,"Y",,"N","Y","CardsAndCoins","&lt;p&gt;&lt;a href=&quot;&quot;http://btopenzone.hotspot-directory.com/results.php?txtQuick=CH41 4PP&amp;z=9&amp;radRoaming=1&quot;&quot; target=&quot;&quot;_blank&quot;&quot;&gt;Find WiFi Hotspots around Conway Park station&lt;/a&gt;&lt;/p&gt;","N",,"N","N",,"N",,"N",,"N",,"N",,"0151 702 2071",,,,"Y","Y",,"N","<p>Disabled passengers will be offered assistance by station staff.</p>","N","Y","<p>Telephone numbers for taxi companies are displayed at all of our stations.</p>",,,"N",,"<p>Ticket office is step free. Lifts to platforms.</p>","Y",,,,"Y",,"N",0,"No","Y",,,,"<p>Europa Boulevard</p>",,,"<p>Information to plan your onward journey is available in a printable format <a href=""""http://www.nationalrail.co.uk/posters/CNP.pdf"""">here</a></p>",,,,,,,"ME",,"267DC17D8ED649478760E1571A56F924"
"CSG","Cressington","bulkUploads","08/10/2013",222500,"CRESSINGTON","Knowsley Road","Cressington","Liverpool",,,"L19 0PE",-2.912008275,53.35876717,"ME","partTime","Y",,,"Announcements",,"Y",,"Y",,"NotAvailable","N","N","N","NotAvailable","N",,"N","N","NotAvailable","N",,,,,,"N",,,,,,"N",,,"0151 702 2951",,,,"Y",,,,"N","Y",,,"N",,"N","Cold drinks vending machine Food vending machine","Y","N",,"N",,"N","Y","CardsAndCoins","&lt;p&gt;&lt;a href=&quot;&quot;http://btopenzone.hotspot-directory.com/results.php?txtQuick=L19 0PE&amp;z=9&amp;radRoaming=1&quot;&quot; target=&quot;&quot;_blank&quot;&quot;&gt;Find WiFi Hotspots around Cressington station&lt;/a&gt;&lt;/p&gt;","N",,"N","Y","Outside the station","N",,"N",,"N",,"N",,"0151 702 2071",,,,"Y","Y",,"N","<p>All disabled passengers will be offered assistance by station staff.</p>","N","Y","<p>Telephone numbers for taxi companies are displayed at all of our stations.</p>",,,"N",,,"N",,,,"N",,"N",2,"No","Y",,,"Wheel Racks","<p>Aigburth Road, Grassendale Park, Liverpool L19</p>",,,"<p>Information to plan your onward journey is available in a printable format <a href=""""http://www.nationalrail.co.uk/posters/CSG.pdf"""">here</a></p>",,,,,,,"ME",,"9A629CF32B3D497DB79397A23E03A0D7"
"ERA","Eastham Rake","bulkUploads","08/10/2013",212800,"EASTHAM RAKE","Eastham Rake","Eastham Rake",,,,"CH62 9AL",-2.981171169,53.30759993,"ME","fullTime","Y",,,"DepartureScreens, Announcements","<p>Located next to booking office.</p>","Y",,"Y",,"NotAvailable","N","N","N","NotAvailable","N",,"N","N","NotAvailable","N",,,,,,"N",,,,,,"N",,,"0151 702 2951",,,,"Y",,,,"N","Y",,,"N",,"N","Cold drinks vending machine","Y","N",,"N",,"N","Y","CardsAndCoins","&lt;p&gt;&lt;a href=&quot;&quot;http://btopenzone.hotspot-directory.com/results.php?txtQuick=CH62 9AL&amp;z=9&amp;radRoaming=1&quot;&quot; target=&quot;&quot;_blank&quot;&quot;&gt;Find WiFi Hotspots around Eastham Rake station&lt;/a&gt;&lt;/p&gt;","N",,"N","N",,"N",,"N",,"N",,"N",,"0151 702 2071",,,,"Y","Y",,"N","<p>All disabled passengers will be offered assistance by station staff.</p>","N","Y","<p>Telephone numbers for taxi companies are displayed at all our stations.</p>",,,"N",,"<p>Ticket office is step free. Access to platforms is via stepped ramps only.</p>","N",,,,"Y",,"N",64,"Yes","Y","adjacent to booking office","<p>Secure cycle parking is available at the station. If you are interested in reserving&nbsp;secure parking&nbsp;further details can be found at&nbsp; <a href=""http://www.merseyrail.org/"">www.merseyrail.org</a></p>","Stands, Compounds","<p>Eastham Rake , Wirral</p>",,,"<p>Information to plan your onward journey is available in a printable format&nbsp;<a href=""http://www.nationalrail.co.uk/posters/ERA.pdf"">here</a></p>",,,,,,,"ME",,"2F6107F5A7D24093AA2E1E289F5796D6"
"ELP","Ellesmere Port","cplewa","21/11/2013",212100,"ELLESMERE PORT","Whitby Road","Ellesmere Port",,,,"CH65 4AR",-2.896427988,53.28220693,"ME","partTime","Y",,,"DepartureScreens, Announcements","<p>Located on Liverpool bound platform.</p>","Y",,"Y",,"NotAvailable","Y","N","N","NotAvailable","N",,"N","N","NotAvailable","N",,,,,,"N",,,,,,"N",,,"0151 702 2951",,,,"Y",,,,"N","N",,,"N",,"N","Cold drinks vending machine Food vending machine","Y","N",,"N",,"N","Y","CardsAndCoins","&lt;p&gt;&lt;a href=&quot;&quot;http://btopenzone.hotspot-directory.com/results.php?txtQuick=CH65 4AR&amp;z=9&amp;radRoaming=1&quot;&quot; target=&quot;&quot;_blank&quot;&quot;&gt;Find WiFi Hotspots around Ellesmere Port station&lt;/a&gt;&lt;/p&gt;","N",,"N","N",,"N",,"N",,"N",,"N",,"0151 702 2071",,,,"Y","Y",,"N","<p>All disabled passengers will be offered assistance by station staff during booking office opening hours.</p>","N","Y","<p>Taxi rank located next to station.</p>",,,"N",,"<p>Access to Liverpool platform from car park is step free. Assistance can only be provided when station is staffed.</p>","N",,,,"Y",,"N",10,"Yes","Y",,,"Stands","<p>Pick Up / Drop Off at the bus stop outside the station</p>",,"<p>Taxi rank located next to station.</p>","<p>Information to plan your onward journey is available in a printable format <a href=""""http://www.nationalrail.co.uk/posters/ELP.pdf"""">here</a></p>",,,,,"http://www.bikeandgo.co.uk/ Only £3.80 per 24 hours (10 Bike & Go bicycles) Live",,"ME",,"FA410122A4E1462286B1779CFCFDEE3E"
"FAZ","Fazakerley","bulkUploads","08/10/2013",212600,"FAZAKERLEY","Longmoor Lane","Liverpool",,,,"L9 9EW",-2.93545612,53.46878354,"ME","fullTime","Y",,,"Announcements","<p>Located at the bottom of the ramp on the Liverpool platform.</p>","Y",,"Y",,"NotAvailable","N","N","N","NotAvailable","N",,"N","N","NotAvailable","N",,,,,,"N",,,,,,"N",,,"0151 702 2951",,,,"Y",,,,"N","Y",,,"N",,"N",,"N","N",,"N",,"N","Y","CardsAndCoins","&lt;p&gt;&lt;a href=&quot;&quot;http://btopenzone.hotspot-directory.com/results.php?txtQuick=L9 9EW&amp;z=9&amp;radRoaming=1&quot;&quot; target=&quot;&quot;_blank&quot;&quot;&gt;Find WiFi Hotspots around Fazakerley station&lt;/a&gt;&lt;/p&gt;","N",,"N","Y","Outside the station","N",,"N",,"N",,"N",,"0151 702 2071",,,,"Y","Y",,"N","<p>All disabled passengers will be offered assistance by station staff.</p>","Y","Y","<p>Telephone numbers for taxi companies are displayed at all our stations</p>",,,"N",,"<p>Via lifts.</p>","Y",,,,"N",,"N",10,"Yes","Y",,,"Stands","<p>Longmoor Lane, fazakerley</p>",,,"<p>Information to plan your onward journey is available in a printable format <a href=""""http://www.nationalrail.co.uk/posters/FAZ.pdf"""">here</a></p>",,,,,,,"ME",,"DBF0EEABC1CB488DAD0993D2575C12A9"
"FBY","Formby","cplewa","21/11/2013",235400,"FORMBY","Kirkland Road","Formby",,,,"L37 2JF",-3.070916313,53.55349222,"ME","fullTime","Y",,,"DepartureScreens, Announcements",,"Y",,"Y","<p>Station concourse</p>","NotAvailable","N","N","N","NotAvailable","N",,"N","N","NotAvailable","N",,,,,,"N",,,,,,"N",,,"0151 702 2951",,,,"Y",,,,"N","Y",,,"Y",,"N","Food vending machine","Y","Y",,"Y","Female toilets,Male toilets","N","Y","CardsAndCoins","&lt;p&gt;&lt;a href=&quot;&quot;http://btopenzone.hotspot-directory.com/results.php?txtQuick=L37 2JF&amp;z=9&amp;radRoaming=1&quot;&quot; target=&quot;&quot;_blank&quot;&quot;&gt;Find WiFi Hotspots around Formby station&lt;/a&gt;&lt;/p&gt;","N",,"N","N",,"N",,"N",,"N",,"N",,"0151 702 2071",,,,"Y","Y",,"N","<p>disabled passenger will be offered assistance by station staff.</p>","N","Y","<p>Telephone numbers for taxi companies are displayed at all of our stations.</p>",,,"N",,"<p>Ticket office is step free, however access to platform from ticket office is by a stepped footbridge. Platforms are accessible from the public road.</p>","N",,,,"Y",,"N",56,"Yes","Y","both platforms","<p>Secure cycle parking is available at the station. If you are interested in reserving secure parking further details can be found at  <a href=""""http://www.merseyrail.org"""">www.merseyrail.org</a></p> <p><span style=""""font-family: ;"""" data-sheets-rawvalue=""""12 stand 44 secure spaces"""">12 stands, 44 secure spaces</span></p>","Stands, Compounds","<p>Formby Bridge, Formby</p>",,,"<p>Information to plan your onward journey is available in a printable format <a href=""""http://www.nationalrail.co.uk/posters/FBY.pdf"""">here</a></p>",,,,,"http://www.bikeandgo.co.uk/ Only £3.80 per 24 hours (10 Bike & Go bicycles) Live",,"ME",,"A68A1AF42E0D41D7AA210FE17052A46A"
"FRE","Freshfield","Unknown","08/01/2014",235500,"FRESHFIELD","Victoria Road","Formby","Southport","Merseyside",,"L37 7DD",-3.071838001,53.56606861,"ME","fullTime","Y",,,"DepartureScreens, Announcements",,"Y",,"Y",,"NotAvailable","N","N","N","NotAvailable","N",,"N","N","NotAvailable","N",,,,,,"N",,,,,,"N",,,"0151 702 2951",,,,"Y",,,,"N","Y",,,"Y",,"N","Food vending machine","Y","N",,"N",,"N","Y","CardsAndCoins","&lt;p&gt;&lt;a href=&quot;&quot;http://btopenzone.hotspot-directory.com/results.php?txtQuick=L37 7DD&amp;z=9&amp;radRoaming=1&quot;&quot; target=&quot;&quot;_blank&quot;&quot;&gt;Find WiFi Hotspots around Freshfield station&lt;/a&gt;&lt;/p&gt;","N",,"N","Y","Outside the station","N",,"N",,"N",,"N",,"0151 702 2071",,,,"Y","Y",,"N","<p>All disabled passengers will be offered assistance by station staff.</p>","Y","Y","<p>Telephone numbers for taxi companies are displayed at all our stations.</p>",,,"N",,"<p>Car park and ticket office are step free. Interchange via level crossing.</p>","Y",,,,"N",,"N",62,"Yes","Y","Liverpool bound platform","<p>Secure cycle parking is available at the station. If you are interested in reserving secure parking further details can be found at  <a href=""""http://www.merseyrail.org"""">www.merseyrail.org</a></p> <p><span style=""""font-family: ;"""" data-sheets-rawvalue=""""18 rack 44 secure spaces"""">18 racks, 44 secure spaces</span></p>","Stands, Compounds","<p>Freshfield Station, Victoria Road, Formby</p>",,,"<p>Information to plan your onward journey is available in a printable format <a href=""""http://www.nationalrail.co.uk/posters/FRE.pdf"""">here</a></p>",,,,,,,"ME",,"7ABF5639B90C42D09F459B3C80D125CA"
